@relation LUTY-BES

@attribute BBU numeric
@attribute BBM numeric
@attribute BBL numeric
@attribute RSI numeric
@attribute 'RSI EXTREME SCALED' numeric
@attribute CCI numeric
@attribute 'CCI CHANNEL BREAK SCALED' numeric
@attribute MACDIndicator numeric
@attribute Prediction {up,down,no}

@data
1.078106,1.077959,1.077812,2,0,-2,0,-0.000028,down
1.078109,1.077951,1.077793,3,0,-3,-1,-0.000029,down
1.078108,1.077952,1.077796,3,0,-2,0,-0.000029,down
1.07811,1.077946,1.077783,3,0,-2,0,-0.00003,no
1.078104,1.07794,1.077775,3,0,-1,0,-0.000031,up
1.078111,1.077937,1.077762,3,0,-3,-1,-0.000032,up
1.078122,1.077928,1.077734,2,0,-2,0,-0.000034,up
1.078125,1.077921,1.077718,2,0,-1,0,-0.000035,up
1.078126,1.07792,1.077714,3,0,-1,0,-0.000036,up
1.078138,1.077924,1.077711,3,0,0,0,-0.000036,up
1.078145,1.077927,1.07771,3,0,1,0,-0.000034,up
1.078147,1.077928,1.077709,3,0,1,0,-0.000031,up
1.078154,1.07793,1.077706,3,0,1,0,-0.000028,up
1.078158,1.077931,1.077704,4,0,2,0,-0.000024,up
1.078203,1.077938,1.077673,4,0,3,1,-0.000018,no
1.07821,1.07794,1.07767,3,0,2,0,-0.000013,up
1.078227,1.077945,1.077663,4,0,2,0,-0.000008,up
1.07827,1.077959,1.077648,4,0,2,0,-0.000003,no
1.078324,1.077975,1.077627,4,0,2,0,0.000003,down
1.078361,1.07799,1.077619,4,0,2,0,0.000009,down
1.078382,1.078007,1.077631,4,0,1,0,0.000015,down
1.078396,1.078023,1.07765,4,0,1,0,0.000019,down
1.078415,1.078037,1.077658,4,0,1,0,0.000023,down
1.078427,1.078053,1.077679,4,0,1,0,0.000027,up
1.078425,1.078065,1.077706,4,0,0,0,0.00003,up
1.078415,1.078082,1.077749,3,0,0,0,0.000032,up
1.078387,1.0781,1.077814,3,0,0,0,0.000033,down
1.078354,1.078119,1.077884,4,0,1,0,0.000034,down
1.078332,1.078139,1.077945,4,0,2,0,0.000035,down
1.078342,1.078151,1.077959,4,0,1,0,0.000037,down
1.078333,1.078159,1.077984,3,0,1,0,0.000038,down
1.078337,1.078158,1.077978,3,0,-2,0,0.000037,down
1.078345,1.078156,1.077966,3,0,-3,-1,0.000035,down
1.078355,1.078152,1.077949,2,0,-3,-1,0.000031,down
1.078356,1.078141,1.077926,2,0,-2,0,0.000028,down
1.078377,1.078134,1.077891,2,0,-3,-1,0.000023,up
1.078386,1.078127,1.077869,2,0,-2,0,0.000018,up
1.078414,1.078109,1.077804,2,0,-3,-1,0.000012,up
1.078421,1.078087,1.077753,2,0,-3,-1,0.000006,up
1.078408,1.078072,1.077737,2,0,-2,0,0,up
1.078398,1.07806,1.077722,2,0,-1,0,-0.000005,up
1.078388,1.078056,1.077723,3,0,0,0,-0.000008,down
1.078371,1.078047,1.077723,3,0,0,0,-0.00001,down
1.078358,1.078043,1.077728,3,0,0,0,-0.000011,down
1.078351,1.078038,1.077726,2,0,0,0,-0.000011,up
1.078338,1.078032,1.077726,2,0,0,0,-0.000011,down
1.078323,1.078023,1.077722,3,0,0,0,-0.000012,up
1.078301,1.078014,1.077727,3,0,0,0,-0.000012,up
1.078259,1.078005,1.07775,3,0,0,0,-0.000012,up
1.078205,1.077994,1.077783,3,0,0,0,-0.000011,up
1.07817,1.077985,1.0778,3,0,0,0,-0.00001,up
1.078181,1.077989,1.077797,3,0,1,0,-0.000009,down
1.078185,1.077991,1.077798,3,0,2,0,-0.000009,up
1.078194,1.077995,1.077796,4,0,1,0,-0.000007,no
1.078201,1.077999,1.077796,4,0,1,0,-0.000006,up
1.078223,1.07801,1.077797,4,0,2,0,-0.000004,up
1.078229,1.078015,1.077801,3,0,1,0,-0.000002,up
1.078229,1.078032,1.077835,3,0,2,0,0,up
1.078196,1.078045,1.077894,3,0,1,0,0.000002,up
1.078196,1.078054,1.077913,3,0,2,0,0.000004,up
1.078218,1.078069,1.07792,4,0,3,1,0.000006,down
1.07826,1.078078,1.077896,4,0,4,1,0.00001,down
1.078297,1.078091,1.077884,4,0,4,1,0.000013,up
1.078316,1.078097,1.077877,4,0,3,0,0.000017,up
1.078334,1.078107,1.077879,4,0,2,0,0.00002,down
1.078343,1.078116,1.077888,3,0,1,0,0.000023,down
1.078344,1.078129,1.077913,4,0,1,0,0.000026,down
1.078367,1.078143,1.077919,4,0,2,0,0.000028,down
1.078377,1.078152,1.077927,4,0,1,0,0.00003,down
1.078377,1.078159,1.077942,3,0,0,0,0.000032,down
1.078364,1.078169,1.077974,3,0,0,0,0.000033,down
1.078361,1.078172,1.077983,3,0,0,0,0.000032,down
1.078355,1.07818,1.078006,3,0,0,0,0.000032,down
1.078348,1.078186,1.078023,3,0,0,0,0.000031,down
1.078341,1.078188,1.078036,3,0,-1,0,0.00003,up
1.078354,1.078183,1.078012,3,0,-2,0,0.000027,up
1.078364,1.07818,1.077997,2,0,-3,-1,0.000024,down
